No,オーダーID,オーダー日付,日付キー,都道府県,市,地域,郵便番号,連絡先,顧客名,顧客ID,プロダクト,ライセンス,売上,品数,ディスカウント,利益
4594,関東-2020-129868,2020/12/27,20201227,東京,千代田区,関東,1010047,Jonathan Marshall,Royal Dutch Shell,1031,OneView,Q6JYUJ568Z,7.9,2,0,2.054
4595,関東-2020-129868,2020/12/27,20201227,東京,千代田区,関東,1010047,Jonathan Marshall,Royal Dutch Shell,1031,ContactMatcher,3V9D64Y5EO,902.712,3,0.2,33.8517
4596,関東-2020-129868,2020/12/27,20201227,東京,千代田区,関東,1010047,Jonathan Marshall,Royal Dutch Shell,1031,ChatBot Plugin,TR7ALLLFNQ,53.97,3,0,15.1116
4597,中部-2020-140564,2020/12/06,20201206,新潟,新潟市,中部,9500052,Emma Langdon,IBM,1015,ChatBot Plugin,BBP992ZXYB,33.92,8,0,13.2288
4598,関西-2021-169502,2021/08/29,20210829,三重,津市,関西,5140022,Zoe Lyman,金沢QOLセンター,1092,Support,C9SEUHNVV3,21.81,3,0,5.8887
4599,関西-2021-169502,2021/08/29,20210829,三重,津市,関西,5140022,Zoe Lyman,金沢QOLセンター,1092,OneView,BUCGXQKJ0F,91.6,5,0,26.564
4600,九州-2019-146948,2019/07/16,20190716,熊本,熊本市,九州,8600802,Pippa Chapman,関西電力,1023,FinanceHub,RKIS70TEP4,150.98,1,0,43.7842
4601,九州-2019-146948,2019/07/16,20190716,熊本,熊本市,九州,8600802,Pippa Chapman,関西電力,1023,SaaS Connector Pack - Gold,7YV9HBY1QK,137.25,9,0,63.135
4602,九州-2019-146948,2019/07/16,20190716,熊本,熊本市,九州,8600802,Pippa Chapman,関西電力,1023,Storage,MK1OKPT4RQ,11.52,4,0,5.4144
4603,関西-2019-113327,2019/05/26,20190526,兵庫,神戸市,関西,6500011,Bella Hodges,Cisco Systems,1019,Support,A6NOG4PLWG,18.272,1,0.2,5.9384
4604,関西-2019-113327,2019/05/26,20190526,兵庫,神戸市,関西,6500011,Bella Hodges,Cisco Systems,1019,Support,IO5CIC2U56,153.728,4,0.2,53.8048
4605,関西-2019-113327,2019/05/26,20190526,兵庫,神戸市,関西,6500011,Bella Hodges,Cisco Systems,1019,SaaS Connector Pack - Gold,TZ44XRNCBT,12.224,2,0.2,4.4312
4606,関西-2019-113327,2019/05/26,20190526,兵庫,神戸市,関西,6500011,Bella Hodges,Cisco Systems,1019,Data Smasher,B1ZNILA0NU,167.944,7,0.2,50.3832
4607,関西-2019-135020,2019/05/28,20190528,大阪,豊中市,関西,5600042,Leonard Dyer,日産自動車,1009,Site Analytics,0MV40FOKDD,45.99,1,0,13.3371
4608,関西-2019-135020,2019/05/28,20190528,大阪,豊中市,関西,5600042,Leonard Dyer,日産自動車,1009,Marketing Suite - Gold,U4KLDSIBOR,535.41,3,0,160.623
4609,関西-2019-135020,2019/05/28,20190528,大阪,豊中市,関西,5600042,Leonard Dyer,日産自動車,1009,ContactMatcher,7OLY6ZZ2SW,6.096,2,0.2,2.0574
4610,関西-2019-135020,2019/05/28,20190528,大阪,豊中市,関西,5600042,Leonard Dyer,日産自動車,1009,Support,E0XK7S73E8,45.36,7,0,21.7728
4611,関東-2021-141852,2021/11/10,20211110,東京,東村山市,関東,1890000,Anne Lee,Oracle,1072,SaaS Connector Pack,8CQ526OCCI,47.12,8,0,20.7328
4612,中国-2020-109407,2020/01/24,20200124,島根,太田市,中国,6940305,Ruth Vaughan,日産自動車,1009,ContactMatcher,AQG0LZ8WK7,31.36,4,0,15.68
4613,関西-2021-165953,2021/01/01,20210101,兵庫,神戸市,関西,6500011,Sean Scott,SMBC銀行,1078,ChatBot Plugin,5TG9DHERUW,47.616,3,0.2,3.5712
4614,関西-2021-165953,2021/01/01,20210101,兵庫,神戸市,関西,6500011,Sean Scott,SMBC銀行,1078,Support,IZ3E2M06UV,23.48,5,0.2,8.218
4615,九州-2020-144540,2020/09/06,20200906,福岡,福岡市,九州,8190014,Anna Fisher,ブリヂストン,1041,OneView,CS5KGQ9KHB,62.79,3,0.8,-166.3935
4616,九州-2020-144540,2020/09/06,20200906,福岡,福岡市,九州,8190014,Anna Fisher,ブリヂストン,1041,Storage,5FOIWWCWA3,28.44,9,0.2,4.266
4617,九州-2019-159863,2019/09/04,20190904,福岡,福岡市,九州,8190014,Joe Ross,北洋銀行,1099,Data Smasher,ZS4PTA9TQ2,134.376,3,0.2,6.7188
4618,関西-2019-117800,2019/09/21,20190921,京都,京都市,関西,6011436,David Lee,ホンダ,1039,Site Analytics,K29596RBTP,589.9,2,0,147.475
4619,関西-2019-117800,2019/09/21,20190921,京都,京都市,関西,6011436,David Lee,ホンダ,1039,FinanceHub,0W4P9ZPVD5,542.94,3,0,141.1644
4620,関東-2021-145219,2021/12/25,20211225,東京,千代田区,関東,1000001,Brian Short,ユニファ,1064,Alchemy,XPUC29WANE,2879.952,6,0.2,1007.9832
4621,関東-2021-145219,2021/12/25,20211225,東京,千代田区,関東,1000001,Brian Short,ユニファ,1064,ContactMatcher,Q6IP0N09XL,90.48,3,0.2,33.93
4622,関西-2019-161214,2019/10/05,20191005,京都,長岡京市,関西,6170000,Vanessa White,ファイザー,1074,Marketing Suite - Gold,ZBICG6UG4P,77.55,5,0,21.714
4623,関西-2021-147228,2021/09/10,20210910,滋賀,大津市,関西,5200832,Zoe Hodges,Royal Dutch Shell,1031,Support,N3EH0UGKSQ,8.832,3,0.2,-1.9872
4624,関西-2021-147228,2021/09/10,20210910,滋賀,大津市,関西,5200832,Zoe Hodges,Royal Dutch Shell,1031,Support,ZMUYT3PVS5,177.536,4,0.2,62.1376
4625,関西-2021-147228,2021/09/10,20210910,滋賀,大津市,関西,5200832,Zoe Hodges,Royal Dutch Shell,1031,Marketing Suite - Gold,VIJ7CPBPQD,258.48,2,0.2,-3.231
4626,関西-2021-147228,2021/09/10,20210910,滋賀,大津市,関西,5200832,Zoe Hodges,Royal Dutch Shell,1031,SaaS Connector Pack,68A6WWM9MV,14.136,3,0.2,4.2408
4627,関西-2020-101336,2020/11/14,20201114,大阪,大阪市,関西,5300044,Andrea Reid,りそな銀行,1070,Marketing Suite - Gold,36J2EK62IQ,77.55,5,0,20.163
4628,関西-2020-101336,2020/11/14,20201114,大阪,大阪市,関西,5300044,Andrea Reid,りそな銀行,1070,Marketing Suite - Gold,VOMBKRU5ES,24.88,2,0,6.9664
4629,関西-2020-101336,2020/11/14,20201114,大阪,大阪市,関西,5300044,Andrea Reid,りそな銀行,1070,ChatBot Plugin,0P5NZ3B8L1,140.75,5,0,39.41
4630,関西-2020-101336,2020/11/14,20201114,大阪,大阪市,関西,5300044,Andrea Reid,りそな銀行,1070,Marketing Suite - Gold,GOJHRMNQ43,36.63,3,0,9.8901
4631,関東-2019-126235,2019/10/15,20191015,茨城,日立市,関東,3160011,William Robertson,三菱UFJ,1040,SaaS Connector Pack,KDZIUYON7S,17.14,2,0,6.1704
4632,関東-2021-168396,2021/08/04,20210804,東京,港区,関東,1055123,Leonard Nash,イオン銀行,1012,FinanceHub,33BH6D7HY5,51.75,5,0,24.84
4633,関東-2021-168396,2021/08/04,20210804,東京,港区,関東,1055123,Leonard Nash,イオン銀行,1012,SaaS Connector Pack,SBXA2Q678M,123.96,3,0,11.1564
4634,関東-2019-130456,2019/08/21,20190821,東京,港区,関東,1055131,Joe Ross,北洋銀行,1099,Marketing Suite,786XSP1UVS,586.398,6,0.15,34.494
4635,関東-2019-130456,2019/08/21,20190821,東京,港区,関東,1055131,Joe Ross,北洋銀行,1099,Marketing Suite - Gold,H1RP8LTYAB,80.98,1,0,3.2392
4636,関東-2021-116288,2021/03/13,20210313,東京,港区,関東,1055111,Leah Murray,NTTデータ,1076,Marketing Suite - Gold,45VLZM5A9D,242.94,3,0,9.7176
4637,関東-2021-168228,2021/04/28,20210428,東京,千代田区,関東,1006066,Stephen Dyer,ソフトバンク,1010,ChatBot Plugin,Q3JHUHQ95A,123.92,4,0,33.4584
4638,関東-2021-168228,2021/04/28,20210428,東京,千代田区,関東,1006066,Stephen Dyer,ソフトバンク,1010,ChatBot Plugin,PDS9F0EK63,12.39,3,0,5.6994
4639,関東-2021-168228,2021/04/28,20210428,東京,千代田区,関東,1006066,Stephen Dyer,ソフトバンク,1010,ChatBot Plugin,OU1FCRKDWZ,47.3,2,0,12.298
4640,中部-2020-102162,2020/09/12,20200912,長野,茅野市,中部,3910005,John Dyer,ホンダ,1039,Alchemy,JNKW9884CR,1599.92,8,0,751.9624
4641,中部-2020-102162,2020/09/12,20200912,長野,茅野市,中部,3910005,John Dyer,ホンダ,1039,SaaS Connector Pack - Gold,OJSJ9TADXJ,11.09,1,0,5.4341
4642,関西-2021-130141,2021/10/23,20211023,奈良,天理市,関西,6320082,Steven Coleman,アメリカンエクスプレス,1005,ContactMatcher,RJQTGHZQBJ,3.168,4,0.7,-2.5344
4643,関西-2021-130141,2021/10/23,20211023,奈良,天理市,関西,6320082,Steven Coleman,アメリカンエクスプレス,1005,FinanceHub,WGPTJOB6B8,579.136,4,0.2,-28.9568
4644,関東-2019-147501,2019/08/02,20190802,神奈川,横浜市,関東,2200074,Brian Hunter,京セラ,1097,ContactMatcher,UF9CRRKWKH,6.368,2,0.2,2.1492
4645,関東-2019-147501,2019/08/02,20190802,神奈川,横浜市,関東,2200074,Brian Hunter,京セラ,1097,Big Ol Database,JLXXU0AUNH,558.4,2,0.2,41.88
4646,関西-2020-143910,2020/08/13,20200813,大阪,大阪市,関西,5740076,Natalie Newman,Nestle,1089,FinanceHub,AN1XPFU9VE,145.764,2,0.1,-8.098
4647,中部-2018-146885,2018/05/30,20180530,長野,長野市,中部,3812344,Dominic Hill,パナソニック,1043,Support,TEYJ1326WH,13.62,3,0,6.129
4648,関西-2020-139556,2020/04/27,20200427,大阪,大阪市,関西,5600042,Diane Hart,三越伊勢丹,1057,FinanceHub,4VOL0QLJZT,434.646,3,0.1,62.7822
4649,関東-2021-129357,2021/05/15,20210515,神奈川,横浜市,関東,2200042,Melanie Sharp,ヤマダ電機,1048,Support,9FXMWT92GU,440.19,9,0,206.8893
4650,関東-2021-129357,2021/05/15,20210515,神奈川,横浜市,関東,2200042,Melanie Sharp,ヤマダ電機,1048,Support,SMMC1DSVZQ,64.4,5,0,1.932
4651,関東-2021-150987,2021/04/09,20210409,東京,港区,関東,1055113,Alexander Pullman,日産自動車,1009,Support,2AYXL1U1WS,244.55,5,0,114.9385
4652,関東-2021-150987,2021/04/09,20210409,東京,港区,関東,1055113,Alexander Pullman,日産自動車,1009,Support,R5R2DHQV0W,195.76,4,0,97.88
4653,関東-2021-132647,2021/02/18,20210218,群馬,沼田市,関東,3780076,Anna Fisher,ブリヂストン,1041,Support,FFCG5RTCI7,11.76,2,0,5.7624
4654,関東-2021-132647,2021/02/18,20210218,群馬,沼田市,関東,3780076,Anna Fisher,ブリヂストン,1041,Marketing Suite - Gold,62CYQYGMKS,166.45,5,0,39.948
4655,関東-2021-159107,2021/06/25,20210625,東京,港区,関東,1055113,Leonard Parsons,日産自動車,1009,Storage,G85Z6C8JAO,2.88,1,0,1.3536
4656,関西-2018-160738,2018/05/05,20180505,大阪,大阪市,関西,5300043,Penelope Terry,大阪ガス,1024,Marketing Suite - Gold,I0J1G6IVWB,45.248,2,0.2,3.9592
4657,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,ChatBot Plugin,4K8U5SZU2N,59.904,2,0.2,14.2272
4658,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,OneView,OEXFZG2LFZ,23.696,2,0.2,6.5164
4659,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,Support,5W7QCS1OY0,7.968,2,0.2,2.8884
4660,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,OneView,VD987NHJQP,18.2,7,0.2,2.0475
4661,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,Data Smasher,IBQJP1JR9Y,27.552,3,0.2,-0.3444
4662,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,FinanceHub,56RWY9IHNV,844.116,6,0.3,-36.1764
4663,中部-2019-112130,2019/05/03,20190503,愛知,名古屋市,中部,4550802,Alexander Hill,ダイキン,1075,Marketing Suite - Gold,IVQAHN6KZ4,76.752,3,0.2,-9.594
4664,関西-2020-111409,2020/09/19,20200919,兵庫,神戸市,関西,6500007,Peter McLean,ファイザー,1074,FinanceHub,K9KB6K0GAU,3,1,0.2,1.05
4665,関西-2020-116232,2020/09/23,20200923,兵庫,西脇市,関西,6770061,Adrian Clarkson,農林中央金庫,1003,ContactMatcher,D7NOR8ZUW8,7.506,9,0.7,-6.0048
4666,関西-2020-116232,2020/09/23,20200923,兵庫,西脇市,関西,6770061,Adrian Clarkson,農林中央金庫,1003,FinanceHub,CU8KS7DGKT,16.56,2,0.2,5.796
4667,関東-2020-116547,2020/01/10,20200110,神奈川,横浜市,関東,2200042,Melanie Sharp,ヤマダ電機,1048,SaaS Connector Pack,19S4857WZB,79.92,4,0,34.3656
4668,関東-2020-116547,2020/01/10,20200110,神奈川,横浜市,関東,2200042,Melanie Sharp,ヤマダ電機,1048,Data Smasher,B23TNJ1ZJO,69.98,2,0,13.2962
4669,九州-2021-133200,2021/05/07,20210507,福岡,筑後市,九州,8330037,Victoria Wilkins,Valero Energy,1093,ContactMatcher,7UKH01Z3OF,11.06,10,0.8,-18.802
4670,九州-2021-133200,2021/05/07,20210507,福岡,筑後市,九州,8330037,Victoria Wilkins,Valero Energy,1093,Marketing Suite,3MUGH3OROA,623.4648,7,0.32,-119.1918
4671,九州-2021-133200,2021/05/07,20210507,福岡,筑後市,九州,8330037,Victoria Wilkins,Valero Energy,1093,Marketing Suite - Gold,Z431QBRBI9,772.68,5,0.2,-57.951
4672,関東-2020-133550,2020/08/01,20200801,茨城,日立市,関東,3160011,Trevor Langdon,イズミ,1085,OneView,PE4KMD20S8,283.14,4,0.1,72.358
4673,関東-2020-133550,2020/08/01,20200801,茨城,日立市,関東,3160011,Trevor Langdon,イズミ,1085,Site Analytics,FYKWS1NH9F,635.96,4,0,165.3496
4674,関東-2020-133550,2020/08/01,20200801,茨城,日立市,関東,3160011,Trevor Langdon,イズミ,1085,Site Analytics,LT5BYF3YV2,118.99,1,0,33.3172
4675,関東-2020-133550,2020/08/01,20200801,茨城,日立市,関東,3160011,Trevor Langdon,イズミ,1085,SaaS Connector Pack,X2Q83QYW9W,272.94,3,0,30.0234
4676,中部-2021-139416,2021/03/28,20210328,愛知,名古屋市,中部,4550802,Carol Campbell,ファーストリテイリング,1047,SaaS Connector Pack,WLA8KA0CFH,15.008,2,0.2,1.5008
4677,中部-2018-114510,2018/03/14,20180314,新潟,柏崎市,中部,9450847,Wanda Sharp,三菱商事,1067,ContactMatcher,4C4RD4L1TK,33.088,4,0.2,11.1672
4678,中部-2018-114510,2018/03/14,20180314,新潟,柏崎市,中部,9450847,Wanda Sharp,三菱商事,1067,Marketing Suite - Gold,UZZ0DH7S1S,80.98,1,0,3.2392
4679,中部-2018-114510,2018/03/14,20180314,新潟,柏崎市,中部,9450847,Wanda Sharp,三菱商事,1067,Data Smasher,OK98Z7QUZY,82.8,12,0,6.624
4680,中部-2018-114510,2018/03/14,20180314,新潟,柏崎市,中部,9450847,Wanda Sharp,三菱商事,1067,Marketing Suite - Gold,2WZG7PAXCT,21.36,2,0,5.7672
4681,中部-2018-114510,2018/03/14,20180314,新潟,柏崎市,中部,9450847,Wanda Sharp,三菱商事,1067,ContactMatcher,5LJL0PVIAX,62.048,2,0.2,20.1656
4682,関西-2020-169215,2020/07/15,20200715,大阪,高槻市,関西,5690082,Joan Glover,Coca-Cola,1021,Storage,NGL9Z9LQV5,29.61,9,0,13.3245
4683,関西-2020-127698,2020/12/02,20201202,京都,京都市,関西,5200465,Molly Vance,日立製作所,1014,Site Analytics,3OPIVMHESN,863.928,9,0.2,86.3928
4684,中部-2020-159912,2020/08/30,20200830,愛知,名古屋市,中部,4570037,Robert McGrath,エディオン,1095,ContactMatcher,9EDCN79G2R,241.92,4,0.4,-56.448
4685,中部-2020-159912,2020/08/30,20200830,愛知,名古屋市,中部,4570037,Robert McGrath,エディオン,1095,Marketing Suite,LO508X6U08,163.88,4,0.5,-81.94
4686,中部-2020-159912,2020/08/30,20200830,愛知,名古屋市,中部,4570037,Robert McGrath,エディオン,1095,ContactMatcher,CLRYVHG4QT,3.486,2,0.7,-2.7888
4687,中部-2020-159912,2020/08/30,20200830,愛知,名古屋市,中部,4570037,Robert McGrath,エディオン,1095,Storage,YWC39INR0L,10.584,7,0.2,-2.3814
4688,九州-2020-101987,2020/06/25,20200625,鹿児島,南九州市,九州,8970212,Austin Peters,ビックカメラ,1060,Site Analytics,FP39PB9JF0,440.91,9,0,123.4548
4689,中部-2021-154851,2021/03/31,20210331,愛知,岡崎市,中部,4442131,Rachel Blake,リヴァ,1049,ContactMatcher,HV5ESOTM4L,5.715,5,0.7,-4.7625
4690,関東-2018-138681,2018/12/20,20181220,埼玉,さいたま市,関東,3300835,Owen Ellison,ユーグレナ,1055,SaaS Connector Pack,1UKX9RUKR0,51.968,2,0.2,10.3936
4691,関東-2018-138681,2018/12/20,20181220,埼玉,さいたま市,関東,3300835,Owen Ellison,ユーグレナ,1055,Data Smasher,A22720G6PP,71.976,3,0.2,21.5928
4692,関東-2018-138681,2018/12/20,20181220,埼玉,さいたま市,関東,3300835,Owen Ellison,ユーグレナ,1055,FinanceHub,1LJQTUG48P,242.352,3,0.2,-42.4116
4693,関東-2018-138681,2018/12/20,20181220,埼玉,さいたま市,関東,3300835,Owen Ellison,ユーグレナ,1055,Support,KIJ3YDQLKA,221.92,5,0.2,77.672
4694,関東-2018-138681,2018/12/20,20181220,埼玉,さいたま市,関東,3300835,Owen Ellison,ユーグレナ,1055,Support,7L5VYC7S3A,8.448,2,0.2,2.64
4695,関東-2019-138121,2019/12/17,20191217,茨城,日立市,関東,3160011,Gordon Parr,クリプラ,1002,ContactMatcher,FN3JAJ98OI,29.52,4,0,14.4648
4696,関東-2019-138121,2019/12/17,20191217,茨城,日立市,関東,3160011,Gordon Parr,クリプラ,1002,FinanceHub,49VZ59R7ZQ,302.94,3,0,48.4704
4697,関東-2019-138121,2019/12/17,20191217,茨城,日立市,関東,3160011,Gordon Parr,クリプラ,1002,FinanceHub,KSX2JF1HO7,142.36,2,0,38.4372
4698,関東-2019-138121,2019/12/17,20191217,茨城,日立市,関東,3160011,Gordon Parr,クリプラ,1002,FinanceHub,SHHZ27WTDV,546.66,9,0,136.665
4699,関東-2019-138121,2019/12/17,20191217,茨城,日立市,関東,3160011,Gordon Parr,クリプラ,1002,SaaS Connector Pack,NHBPXSY7C2,212.13,3,0,14.8491
4700,九州-2021-140298,2021/05/12,20210512,福岡,福岡市,九州,8140141,Warren McGrath,富士通,1086,ChatBot Plugin,E3AO4HPEF5,5.248,2,0.2,0.5904
4701,九州-2021-140298,2021/05/12,20210512,福岡,福岡市,九州,8140141,Warren McGrath,富士通,1086,Marketing Suite - Gold,LO7ZST0HM3,74.416,2,0.2,-14.8832
4702,九州-2021-140298,2021/05/12,20210512,福岡,福岡市,九州,8140141,Warren McGrath,富士通,1086,Support,ASO0OP5IN2,6.848,2,0.2,2.14
4703,九州-2021-140298,2021/05/12,20210512,福岡,福岡市,九州,8140141,Warren McGrath,富士通,1086,SaaS Connector Pack,87WP9WD4IW,7.996,1,0.6,-6.9965
4704,九州-2020-166240,2020/06/25,20200625,福岡,福岡市,九州,8190014,Gavin Clark,Nestle,1089,OneView,3G9AUI2WVE,8.712,2,0.8,-19.602
4705,中国-2020-158435,2020/05/18,20200518,広島,呉市,中国,7370005,Sue Anderson,ホンダ,1039,Support,LH11885V84,65.17,7,0,18.8993
4706,中国-2020-158435,2020/05/18,20200518,広島,呉市,中国,7370005,Sue Anderson,ホンダ,1039,FinanceHub,ZN7ZPRKHFI,14.62,2,0,6.8714
4707,中国-2020-158435,2020/05/18,20200518,広島,呉市,中国,7370005,Sue Anderson,ホンダ,1039,SaaS Connector Pack,ZJ5WI8858T,173.24,4,0,17.324
4708,関東-2021-138149,2021/06/30,20210630,東京,千代田区,関東,1000012,Leonard Kelly,大阪ガス,1024,ContactMatcher,NRV4RFWVE3,895.92,5,0.2,302.373
4709,関東-2021-138149,2021/06/30,20210630,東京,千代田区,関東,1000012,Leonard Kelly,大阪ガス,1024,Marketing Suite - Gold,SBN73CBELR,130.71,3,0,39.213
4710,関東-2021-138149,2021/06/30,20210630,東京,千代田区,関東,1000012,Leonard Kelly,大阪ガス,1024,ChatBot Plugin,F1CU2AGTHI,11.68,2,0,3.0368
4711,関東-2021-138149,2021/06/30,20210630,東京,千代田区,関東,1000012,Leonard Kelly,大阪ガス,1024,Data Smasher,7VL0WJW7KP,62.31,3,0,22.4316
4712,中部-2018-112403,2018/03/31,20180331,愛知,名古屋市,中部,4570037,Nicola Pullman,大阪ガス,1024,ContactMatcher,70I5FHTYWV,0.852,1,0.7,-0.5964
4713,九州-2018-108273,2018/12/16,20181216,福岡,北九州市,九州,8080014,Joshua Short,三越伊勢丹,1057,Support,PITJO02JSD,36.288,7,0.2,12.7008
4714,九州-2018-108273,2018/12/16,20181216,福岡,北九州市,九州,8080014,Joshua Short,三越伊勢丹,1057,SaaS Connector Pack,XMQJ1NRY59,56.568,2,0.6,-74.9526
4715,中国-2021-121643,2021/05/19,20210519,岡山,岡山市,中国,7038288,Carolyn Parr,Valero Energy,1093,Site Analytics,ISQW848QTY,344.704,2,0.2,38.7792
4716,関西-2019-122910,2019/05/12,20190512,奈良,奈良市,関西,6310014,Bella Payne,ウェルモ,1007,Site Analytics,X42TCQH8ZR,201.584,2,0.2,20.1584
4717,関東-2021-143126,2021/12/04,20211204,神奈川,横浜市,関東,2200051,Harry Buckland,日本経済新聞,1071,ContactMatcher,ARF9NE47BB,521.96,2,0,88.7332
4718,九州-2019-129042,2019/12/12,20191212,熊本,熊本市,九州,8600802,Angela Davies,三越伊勢丹,1057,ChatBot Plugin,JBV50GTON0,8.22,3,0,2.2194
4719,関東-2019-109736,2019/10/10,20191010,東京,港区,関東,1055109,Fiona Piper,パナソニック,1043,Support,OXTC0P75RI,45.36,7,0,21.7728
4720,関東-2019-142601,2019/04/18,20190418,東京,千代田区,関東,1006028,Audrey Bower,Alphabet,1053,Marketing Suite - Gold,N0UDIC2HVI,947.17,7,0,9.4717
4721,関東-2019-142601,2019/04/18,20190418,東京,千代田区,関東,1006028,Audrey Bower,Alphabet,1053,Support,HAKQ1MXX6K,61.96,2,0,27.882
4722,九州-2018-106229,2018/06/07,20180607,長崎,佐世保市,九州,8580917,Amelia Lee,Nestle,1089,ContactMatcher,OS32351R0L,268.935,3,0.5,-209.7693
4723,関東-2021-135230,2021/09/02,20210902,神奈川,横浜市,関東,2200023,Adrian Poole,KDDI,1022,ChatBot Plugin,SGYH89BR2H,7.58,1,0,2.9562
4724,関西-2020-159653,2020/05/23,20200523,和歌山,有田市,関西,6490301,Caroline Burgess,みずほ銀行,1054,FinanceHub,IJ4OIG63GC,14.73,3,0,7.2177
4725,関西-2020-131968,2020/11/12,20201112,兵庫,伊丹市,関西,6640001,Natalie Skinner,伊藤忠,1032,ContactMatcher,SM4GVKI9TA,9.888,2,0.7,-6.9216
4726,関西-2020-131968,2020/11/12,20201112,兵庫,伊丹市,関西,6640001,Natalie Skinner,伊藤忠,1032,OneView,0L27JKKCEK,671.544,3,0.2,50.3658
4727,関西-2018-119151,2018/11/25,20181125,大阪,大阪市,関西,5300003,Alexandra Sharp,任天堂,1016,Marketing Suite - Gold,9L76V22C4E,1117.92,4,0,55.896
4728,関西-2018-119151,2018/11/25,20181125,大阪,大阪市,関西,5300003,Alexandra Sharp,任天堂,1016,Marketing Suite,60G593UR6F,275.952,3,0.2,-37.9434
4729,関東-2018-123323,2018/11/07,20181107,東京,港区,関東,1055138,Harry Brown,ゆうちょ銀行,1011,ContactMatcher,IK687OMES7,123.144,7,0.2,46.179
4730,九州-2020-124681,2020/07/19,20200719,福岡,北九州市,九州,8040065,Tracey Skinner,KDDI,1022,Data Smasher,APZ45UTS25,15.576,3,0.2,3.3099
4731,関東-2019-103996,2019/03/29,20190329,東京,新宿区,関東,1606103,Connor Paige,ソフトバンク,1010,Support,EO5S90GP58,212.64,6,0,99.9408
4732,関東-2019-103996,2019/03/29,20190329,東京,新宿区,関東,1606103,Connor Paige,ソフトバンク,1010,Support,6CJVRG9D76,9.87,3,0,4.5402
4733,関東-2019-103996,2019/03/29,20190329,東京,新宿区,関東,1606103,Connor Paige,ソフトバンク,1010,Data Smasher,V55KDVJ3S6,53.25,3,0,20.7675
4734,関東-2019-103996,2019/03/29,20190329,東京,新宿区,関東,1606103,Connor Paige,ソフトバンク,1010,SaaS Connector Pack,MMZ3W9MEBW,19.92,3,0,9.5616
4735,関西-2020-120530,2020/04/08,20200408,大阪,大阪市,関西,5570001,Simon Peters,Pemex,1058,FinanceHub,7CBP4D0LB3,658.746,3,0.1,146.388
4736,中部-2019-155054,2019/06/13,20190613,新潟,三条市,中部,9550065,Wanda Hardacre,イオン,1025,ContactMatcher,QM2W8QSRRU,8.26,2,0,3.8822
4737,中部-2019-155054,2019/06/13,20190613,新潟,三条市,中部,9550065,Wanda Hardacre,イオン,1025,ContactMatcher,9SM31MWTYO,29.84,2,0,13.428
4738,中部-2019-155054,2019/06/13,20190613,新潟,三条市,中部,9550065,Wanda Hardacre,イオン,1025,Data Smasher,9HR4VSEKJZ,67.98,2,0,14.9556
4739,関東-2019-105725,2019/02/18,20190218,東京,杉並区,関東,1668537,Anna Hemmings,Microsoft,1066,FinanceHub,KH4EJP4GK9,61.06,2,0,28.0876
4740,関東-2019-105725,2019/02/18,20190218,東京,杉並区,関東,1668537,Anna Hemmings,Microsoft,1066,ContactMatcher,VW0FNKK0TV,35.544,1,0.2,-0.8886
4741,関東-2021-164364,2021/11/13,20211113,神奈川,横浜市,関東,2200044,Jacob Vaughan,みずほ,1065,FinanceHub,FGHFLIQHK5,9.96,2,0,4.5816
4742,関東-2021-164364,2021/11/13,20211113,神奈川,横浜市,関東,2200044,Jacob Vaughan,みずほ,1065,ChatBot Plugin,T9IYACM1Z0,9.21,3,0,2.3025
4743,関東-2021-164364,2021/11/13,20211113,神奈川,横浜市,関東,2200044,Jacob Vaughan,みずほ,1065,Support,YC987FSB6Q,27.93,3,0,8.0997
4744,関西-2021-168123,2021/03/06,20210306,大阪,大阪市,関西,5300057,Christian Gill,Cisco Systems,1019,Storage,DYSKM93W6N,7.9,2,0,2.528
4745,関西-2021-168123,2021/03/06,20210306,大阪,大阪市,関西,5300057,Christian Gill,Cisco Systems,1019,Marketing Suite - Gold,25EW0HES7C,221.16,4,0,57.5016
4746,関西-2021-168123,2021/03/06,20210306,大阪,大阪市,関西,5300057,Christian Gill,Cisco Systems,1019,ContactMatcher,J1A1T82T0I,127.96,2,0,62.7004
4747,関西-2021-168123,2021/03/06,20210306,大阪,大阪市,関西,5300057,Christian Gill,Cisco Systems,1019,ContactMatcher,24VUWBROXQ,18.69,3,0,9.1581
4748,関東-2020-120005,2020/03/04,20200304,東京,港区,関東,1055134,Victor Walsh,りそな,1080,Support,6U5CASOST4,25.35,3,0,7.605
4749,関東-2020-120005,2020/03/04,20200304,東京,港区,関東,1055134,Victor Walsh,りそな,1080,SaaS Connector Pack,DSHK7M3459,35.28,3,0,11.9952
